names,scores,logfoldchanges,pvals,pvals_adj,pct_in,pct_out,cluster,gene_idx
HU03G01776,27.33123,4.6486983,1.805334550937601e-164,1.1126878615612082e-161,0.6269662921348342,0.06781841573240177,10,11545
HU03G00789,26.267424,3.2599354,4.5203236666937165e-152,2.4582583705049067e-149,0.7000000000000058,0.18213563683146683,10,10558
HU06G00471,25.76786,3.4079702,2.0333149214127784e-146,1.064037534818555e-143,0.6662921348314651,0.15034001102738603,10,20907
HU05G00459,25.442802,3.1911976,8.480997056806138e-143,4.0555250581123833e-140,0.6820224719101174,0.1643080316118377,10,458
HU04G01751,25.058434,3.2581964,1.4128536441089047e-138,6.320241261187173e-136,0.6707865168539372,0.1692703547142087,10,6473
HU06G00401,24.835363,3.1511407,3.721979036905706e-136,1.6385569617234882e-133,0.6741573033707913,0.1670648777798216,10,20837
HU11G00833,24.284513,3.5943396,2.8574596374067744e-130,1.182860343932491e-127,0.6101123595505639,0.11358206212093425,10,26321
HU02G03072,24.246819,2.9927197,7.1434703138556495e-130,2.8713644805041512e-127,0.6775280898876453,0.19463333945966044,10,15860
HU03G02944,24.121712,3.0392642,1.4796082861830322e-128,5.77985011511076e-126,0.6573033707865209,0.17349751883845066,10,12713
HU08G00749,23.99081,3.353431,3.4681891752938043e-127,1.3176743394078585e-124,0.6213483146067441,0.1343503032530795,10,23893
HU08G02294,23.777632,3.4490874,5.691416258946193e-125,2.1046857325583022e-122,0.6011235955056197,0.108435949274031,10,25438
HU09G00361,23.678362,3.6570415,6.0255738223761626e-124,2.14255499953337e-121,0.5853932584269673,0.10237088770446645,10,18676
HU10G02023,23.662823,3.7645967,8.71017399122951e-124,3.0579326031234234e-121,0.571910112359551,0.0847270722293696,10,18289
HU04G02189,23.258087,3.1816394,1.1782279608636615e-119,4.0343398141424266e-117,0.6134831460674179,0.1486859033265957,10,6911
HU03G00072,23.255268,2.8291488,1.2582146511062615e-119,4.255680896150264e-117,0.6741573033707913,0.19132512405807978,10,9841
HU06G02172,22.996204,2.975158,5.0872725023957426e-117,1.6217873891258152e-114,0.6314606741573063,0.15622128285241832,10,22608
HU05G01921,22.694805,3.5195134,5.041749430908424e-114,1.5366254996290675e-111,0.5640449438202249,0.08913802609814381,10,1920
HU02G01258,22.58143,2.9349527,6.597870779158179e-113,1.9890428919560013e-110,0.6202247191011261,0.15640507259695058,10,14046
HU10G01882,22.463188,4.237448,9.511082618838643e-112,2.776735541405155e-109,0.5280898876404481,0.06579672854254692,10,18148
HU11G01213,22.442991,3.150753,1.4982226181736366e-111,4.328458782817272e-109,0.5921348314606755,0.1343503032530795,10,26701
HU02G00340,22.420578,3.6958172,2.4794990082176653e-111,7.089577834321335e-109,0.5426966292134824,0.07498621576915987,10,13128
HU08G00278,22.31006,3.5316436,2.950933147564989e-110,8.267083924011612e-108,0.5550561797752807,0.09465171843411158,10,23422
HU01G02377,21.987968,3.0573497,3.7541986911406366e-107,1.0109000067843258e-104,0.5842696629213493,0.12166881088035364,10,9343
HU04G00226,21.877848,3.2923908,4.223025810736921e-106,1.115482103436081e-103,0.5573033707865167,0.09685719536849868,10,4948
HU03G02448,21.732693,3.7572725,1.0071946952370581e-104,2.539504079309073e-102,0.525842696629212,0.08215401580591797,10,12217
HU04G02173,21.70477,3.063857,1.8494860405589696e-104,4.579954940616341e-102,0.573033707865169,0.1321448263186924,10,6895
HU09G01103,21.56908,3.221593,3.5059914528848455e-103,8.455536777892277e-101,0.5550561797752807,0.10494394412791808,10,19418
HU08G02254,21.51626,3.2922702,1.0965950882393398e-102,2.5994927155827427e-100,0.5471910112359545,0.09887888255835353,10,25398
