names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU01G00235,4.82813,3.608157,1.3782128474313754e-06,0.00033988847448892487,0.9285714285714286,EN-LIKE
HU02G02837,4.82718,5.8384004,1.3847989045339286e-06,0.00033988847448892487,0.7857142857142857,EN-LIKE
HU02G00016,4.814834,5.8446035,1.4732204200841357e-06,0.0003584190206231009,0.7857142857142857,EN-LIKE
HU08G01497,4.812935,3.0182965,1.4872966516287155e-06,0.0003586971533297602,1.0,EN-LIKE
HU11G01360,4.807237,3.819384,1.5303054966337685e-06,0.0003658881288718756,0.8571428571428571,EN-LIKE
HU08G01263,4.792992,2.7462873,1.64312251808332e-06,0.0003862034155850922,1.0,EN-LIKE
HU05G00440,4.7787466,4.2489657,1.7639111999236613e-06,0.0004111098918477542,0.8571428571428571,EN-LIKE
HU08G01785,4.774948,2.740384,1.7975355835531154e-06,0.00041545541174871375,1.0,EN-LIKE
HU11G01413,4.7626023,5.097271,1.9111213923992844e-06,0.0004380574530429269,0.7857142857142857,EN-LIKE
HU10G00571,4.729364,5.497711,2.2522435112095773e-06,0.0005120161785524396,0.7857142857142857,EN-LIKE
HU04G01891,4.7160687,5.356852,2.404454859528767e-06,0.0005421752482034989,0.7857142857142857,EN-LIKE
HU09G00059,4.7065716,3.461619,2.519172742802144e-06,0.0005634617421098183,0.9285714285714286,EN-LIKE
HU04G01313,4.641994,3.0717444,3.4506263671355313e-06,0.0007595485896230473,1.0,EN-LIKE
HU07G02309,4.628699,2.4314976,3.6797060491192105e-06,0.0008035956478135535,1.0,EN-LIKE
HU03G01473,4.6239505,4.947059,3.7649994940087156e-06,0.0008157989137994667,0.7857142857142857,EN-LIKE
HU04G02019,4.558423,2.57686,5.153913912216662e-06,0.0010911740637811385,1.0,EN-LIKE
HU04G00309,4.558423,32.191303,5.153913912216662e-06,0.0010911740637811385,0.7142857142857143,EN-LIKE
HU03G00117,4.549876,2.7157052,5.367753403192834e-06,0.0011278381866481307,0.9285714285714286,EN-LIKE
